Transaction_ID,Customer_ID,Account_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Merchant_ID,Location_ID,Device_ID,Payment_Method,Status,Fraud_Flag
TXN01409,CUST0281,ACC0281,2023-12-05,31594.65,Debit,MERCH100,LOC016,DEV058,Card,Success,0
TXN01410,CUST0418,ACC0418,2023-01-23,21721.97,Debit,MERCH093,LOC026,DEV014,Card,Success,0
TXN01411,CUST0488,ACC0488,2024-08-28,15052.11,Debit,MERCH029,LOC016,DEV119,Card,Success,0
TXN01412,CUST0464,ACC0464,2023-06-06,46306.28,Debit,MERCH096,LOC026,DEV108,NetBanking,Failed,0
TXN01413,CUST0291,ACC0291,2023-12-06,14989.27,Debit,MERCH085,LOC005,DEV199,UPI,Failed,0
TXN01414,CUST0161,ACC0161,2023-02-28,21809.39,Debit,MERCH061,LOC002,DEV086,Card,Failed,0
TXN01415,CUST0481,ACC0481,2024-01-15,5955.41,Credit,MERCH051,LOC038,DEV055,UPI,Failed,0
TXN01416,CUST0208,ACC0208,2024-03-16,42480.03,Debit,MERCH077,LOC021,DEV152,Card,Success,0
TXN01417,CUST0193,ACC0193,2023-03-26,5077.96,Debit,MERCH064,LOC006,DEV179,UPI,Success,0
TXN01418,CUST0332,ACC0332,2023-06-05,49592.27,Credit,MERCH038,LOC024,DEV174,UPI,Success,1
TXN01419,CUST0352,ACC0352,2024-12-17,17894.66,Debit,MERCH040,LOC022,DEV026,NetBanking,Success,0
TXN01420,CUST0020,ACC0020,2024-08-19,4163.17,Debit,MERCH051,LOC032,DEV028,UPI,Success,0
TXN01421,CUST0137,ACC0137,2024-08-30,14606.85,Debit,MERCH060,LOC039,DEV067,NetBanking,Success,0
TXN01422,CUST0081,ACC0081,2024-10-20,38814.95,Debit,MERCH078,LOC015,DEV177,NetBanking,Failed,0
TXN01423,CUST0146,ACC0146,2023-02-02,19700.0,Debit,MERCH058,LOC023,DEV131,Card,Failed,0
TXN01424,CUST0157,ACC0157,2023-10-28,32691.8,Credit,MERCH040,LOC043,DEV084,Card,Success,0
TXN01425,CUST0108,ACC0108,2023-09-04,23091.27,Debit,MERCH016,LOC010,DEV028,UPI,Success,0
TXN01426,CUST0230,ACC0230,2023-05-10,7508.87,Debit,MERCH075,LOC016,DEV184,UPI,Success,0
TXN01427,CUST0247,ACC0247,2024-03-21,20523.53,Debit,MERCH084,LOC003,DEV094,NetBanking,Success,0
TXN01428,CUST0081,ACC0081,2024-02-05,9614.86,Debit,MERCH033,LOC025,DEV048,UPI,Success,0
TXN01429,CUST0417,ACC0417,2024-05-24,23202.02,Debit,MERCH018,LOC021,DEV191,Card,Failed,0
TXN01430,CUST0495,ACC0495,2024-12-25,21146.3,Debit,MERCH022,LOC017,DEV107,Card,Success,0
TXN01431,CUST0048,ACC0048,2024-05-13,43782.27,Debit,MERCH031,LOC033,DEV155,Card,Success,0
TXN01432,CUST0254,ACC0254,2023-10-12,45369.98,Credit,MERCH081,LOC024,DEV183,UPI,Success,0
TXN01433,CUST0176,ACC0176,2024-09-21,18682.54,Debit,MERCH099,LOC033,DEV052,UPI,Failed,0
TXN01434,CUST0109,ACC0109,2023-06-01,16659.27,Debit,MERCH068,LOC038,DEV157,NetBanking,Failed,0
TXN01435,CUST0475,ACC0475,2024-09-18,9873.22,Credit,MERCH097,LOC030,DEV012,UPI,Success,0
TXN01436,CUST0146,ACC0146,2023-12-07,944.85,Debit,MERCH054,LOC030,DEV156,NetBanking,Failed,0
TXN01437,CUST0293,ACC0293,2023-08-25,46158.32,Debit,MERCH034,LOC020,DEV167,NetBanking,Failed,0
TXN01438,CUST0437,ACC0437,2023-02-09,40845.98,Debit,MERCH034,LOC001,DEV136,NetBanking,Failed,0
TXN01439,CUST0118,ACC0118,2023-02-11,11128.96,Debit,MERCH001,LOC028,DEV013,Card,Failed,0
TXN01440,CUST0491,ACC0491,2023-03-19,40129.44,Credit,MERCH094,LOC050,DEV164,Card,Success,0
TXN01441,CUST0404,ACC0404,2023-11-10,38456.6,Credit,MERCH071,LOC019,DEV200,UPI,Success,0
TXN01442,CUST0060,ACC0060,2023-08-29,46285.18,Debit,MERCH026,LOC001,DEV176,Card,Success,0
TXN01443,CUST0220,ACC0220,2023-03-23,16472.3,Credit,MERCH096,LOC047,DEV067,UPI,Success,0
TXN01444,CUST0087,ACC0087,2024-11-04,14651.22,Credit,MERCH027,LOC047,DEV042,Card,Success,0
TXN01445,CUST0186,ACC0186,2023-04-10,38266.38,Debit,MERCH020,LOC008,DEV001,Card,Success,0
TXN01446,CUST0489,ACC0489,2023-09-03,3345.81,Debit,MERCH044,LOC008,DEV129,Card,Success,0
TXN01447,CUST0393,ACC0393,2024-07-01,23291.6,Credit,MERCH046,LOC006,DEV091,UPI,Success,0
TXN01448,CUST0091,ACC0091,2024-02-02,40339.76,Debit,MERCH080,LOC050,DEV023,NetBanking,Success,0
TXN01449,CUST0033,ACC0033,2023-06-16,7333.36,Debit,MERCH097,LOC041,DEV090,UPI,Failed,0
TXN01450,CUST0016,ACC0016,2023-12-15,42682.64,Debit,MERCH028,LOC011,DEV049,Card,Failed,0
TXN01451,CUST0318,ACC0318,2024-10-14,24196.99,Debit,MERCH100,LOC032,DEV143,NetBanking,Success,0
TXN01452,CUST0395,ACC0395,2024-04-13,19394.42,Debit,MERCH025,LOC001,DEV147,Card,Success,1
TXN01453,CUST0182,ACC0182,2023-01-18,49383.74,Debit,MERCH096,LOC001,DEV081,Card,Failed,0
TXN01454,CUST0442,ACC0442,2024-04-19,4307.0,Debit,MERCH071,LOC036,DEV186,UPI,Success,0
TXN01455,CUST0390,ACC0390,2023-12-15,6031.66,Debit,MERCH055,LOC019,DEV010,UPI,Success,0
TXN01456,CUST0440,ACC0440,2023-04-20,2792.9,Debit,MERCH020,LOC018,DEV088,Card,Success,0
TXN01457,CUST0436,ACC0436,2024-02-26,49066.45,Debit,MERCH095,LOC020,DEV105,NetBanking,Success,0
TXN01458,CUST0012,ACC0012,2023-01-27,49063.63,Debit,MERCH068,LOC039,DEV154,Card,Success,0
TXN01459,CUST0437,ACC0437,2023-04-13,18158.48,Debit,MERCH016,LOC012,DEV148,UPI,Success,0
TXN01460,CUST0109,ACC0109,2024-08-19,40028.56,Debit,MERCH098,LOC036,DEV194,UPI,Success,0
TXN01461,CUST0278,ACC0278,2023-03-23,40588.28,Debit,MERCH052,LOC049,DEV011,NetBanking,Success,0
TXN01462,CUST0160,ACC0160,2024-03-06,4693.73,Debit,MERCH013,LOC038,DEV002,Card,Success,0
TXN01463,CUST0055,ACC0055,2024-05-03,2174.12,Credit,MERCH076,LOC036,DEV064,Card,Success,0
TXN01464,CUST0042,ACC0042,2023-12-09,8460.57,Debit,MERCH094,LOC046,DEV033,NetBanking,Success,0
TXN01465,CUST0087,ACC0087,2024-11-29,25508.74,Debit,MERCH094,LOC050,DEV049,Card,Success,0
TXN01466,CUST0253,ACC0253,2024-07-14,11933.69,Debit,MERCH025,LOC034,DEV075,Card,Failed,0
TXN01467,CUST0177,ACC0177,2023-05-20,20255.8,Credit,MERCH079,LOC008,DEV181,NetBanking,Success,0
TXN01468,CUST0216,ACC0216,2023-09-19,32434.46,Debit,MERCH025,LOC048,DEV065,Card,Success,0
TXN01469,CUST0354,ACC0354,2023-05-12,28851.97,Debit,MERCH006,LOC015,DEV064,NetBanking,Success,0
TXN01470,CUST0382,ACC0382,2023-02-17,36576.06,Debit,MERCH015,LOC037,DEV001,Card,Success,0
TXN01471,CUST0334,ACC0334,2023-08-04,35875.96,Credit,MERCH058,LOC010,DEV038,UPI,Success,0
TXN01472,CUST0371,ACC0371,2024-10-25,39290.59,Debit,MERCH049,LOC043,DEV133,Card,Failed,0
TXN01473,CUST0349,ACC0349,2023-10-09,22198.42,Debit,MERCH025,LOC043,DEV170,UPI,Success,0
TXN01474,CUST0125,ACC0125,2024-05-16,24471.23,Credit,MERCH056,LOC030,DEV041,Card,Success,0
TXN01475,CUST0032,ACC0032,2023-03-03,37428.8,Debit,MERCH037,LOC010,DEV073,NetBanking,Success,0
TXN01476,CUST0144,ACC0144,2023-07-01,21336.31,Credit,MERCH045,LOC020,DEV165,UPI,Success,0
TXN01477,CUST0115,ACC0115,2024-04-05,10086.15,Credit,MERCH035,LOC011,DEV123,Card,Failed,0
TXN01478,CUST0113,ACC0113,2024-03-24,45245.09,Debit,MERCH050,LOC015,DEV142,UPI,Failed,0
TXN01479,CUST0261,ACC0261,2024-10-19,46702.11,Debit,MERCH089,LOC007,DEV070,UPI,Success,0
TXN01480,CUST0442,ACC0442,2024-11-05,25848.2,Credit,MERCH014,LOC016,DEV073,Card,Success,0
TXN01481,CUST0130,ACC0130,2023-09-08,37898.96,Debit,MERCH068,LOC001,DEV039,NetBanking,Failed,0
TXN01482,CUST0491,ACC0491,2023-01-21,16402.47,Credit,MERCH025,LOC012,DEV028,NetBanking,Success,1
TXN01483,CUST0376,ACC0376,2023-11-10,36057.99,Debit,MERCH081,LOC026,DEV172,Card,Success,0
TXN01484,CUST0432,ACC0432,2024-09-08,28282.52,Debit,MERCH061,LOC040,DEV051,Card,Failed,0
TXN01485,CUST0456,ACC0456,2023-09-08,16269.52,Debit,MERCH098,LOC016,DEV137,Card,Failed,0
TXN01486,CUST0171,ACC0171,2024-05-19,11417.51,Debit,MERCH018,LOC015,DEV106,NetBanking,Success,0
TXN01487,CUST0444,ACC0444,2023-02-14,10287.72,Debit,MERCH071,LOC029,DEV184,Card,Success,0
TXN01488,CUST0070,ACC0070,2023-08-15,36914.32,Debit,MERCH002,LOC038,DEV105,UPI,Success,1
TXN01489,CUST0062,ACC0062,2023-10-15,32168.81,Debit,MERCH031,LOC040,DEV031,Card,Success,0
TXN01490,CUST0048,ACC0048,2023-09-14,39565.42,Debit,MERCH036,LOC035,DEV043,NetBanking,Success,0
TXN01491,CUST0337,ACC0337,2024-12-13,36446.8,Debit,MERCH043,LOC007,DEV023,Card,Failed,0
TXN01492,CUST0258,ACC0258,2024-08-19,11504.99,Debit,MERCH045,LOC023,DEV193,NetBanking,Success,0
TXN01493,CUST0232,ACC0232,2024-07-23,34812.15,Debit,MERCH025,LOC012,DEV041,UPI,Success,0
TXN01494,CUST0120,ACC0120,2023-02-16,36635.39,Debit,MERCH059,LOC004,DEV170,UPI,Success,0
TXN01495,CUST0231,ACC0231,2023-08-20,30951.38,Debit,MERCH097,LOC049,DEV077,UPI,Success,0
TXN01496,CUST0428,ACC0428,2024-12-04,21619.54,Debit,MERCH049,LOC001,DEV044,UPI,Failed,0
TXN01497,CUST0192,ACC0192,2023-02-05,26674.83,Debit,MERCH028,LOC005,DEV040,Card,Success,0
TXN01498,CUST0213,ACC0213,2023-04-22,21759.19,Debit,MERCH021,LOC039,DEV137,UPI,Success,0
TXN01499,CUST0339,ACC0339,2024-08-03,10818.6,Credit,MERCH057,LOC018,DEV081,Card,Success,0
TXN01500,CUST0134,ACC0134,2024-09-12,10746.65,Debit,MERCH038,LOC025,DEV198,UPI,Failed,0
TXN01501,CUST0275,ACC0275,2024-04-21,46366.02,Debit,MERCH030,LOC048,DEV180,NetBanking,Success,0
TXN01502,CUST0274,ACC0274,2023-04-26,28025.24,Debit,MERCH069,LOC015,DEV033,Card,Success,0
TXN01503,CUST0124,ACC0124,2023-02-21,25445.38,Debit,MERCH011,LOC022,DEV135,NetBanking,Success,0
TXN01504,CUST0276,ACC0276,2023-04-06,13019.93,Debit,MERCH063,LOC014,DEV036,Card,Success,0
TXN01505,CUST0412,ACC0412,2023-08-14,34953.84,Debit,MERCH010,LOC028,DEV185,UPI,Failed,0
TXN01506,CUST0325,ACC0325,2024-07-13,4053.84,Credit,MERCH044,LOC002,DEV009,Card,Success,0
TXN01507,CUST0392,ACC0392,2023-01-12,39013.38,Debit,MERCH097,LOC048,DEV164,UPI,Success,0
TXN01508,CUST0300,ACC0300,2023-03-25,4177.5,Credit,MERCH069,LOC042,DEV096,UPI,Success,0
TXN01509,CUST0030,ACC0030,2024-10-07,37436.16,Debit,MERCH041,LOC025,DEV173,NetBanking,Success,0
TXN01510,CUST0059,ACC0059,2024-05-31,32298.07,Debit,MERCH019,LOC039,DEV172,Card,Success,0
TXN01511,CUST0296,ACC0296,2024-07-06,23865.08,Debit,MERCH098,LOC019,DEV129,Card,Success,0
TXN01512,CUST0319,ACC0319,2023-02-13,15739.98,Debit,MERCH060,LOC002,DEV012,Card,Failed,0
TXN01513,CUST0307,ACC0307,2023-02-20,189.64,Debit,MERCH045,LOC041,DEV088,Card,Failed,0
TXN01514,CUST0046,ACC0046,2024-01-06,36208.77,Debit,MERCH049,LOC037,DEV032,Card,Failed,0
TXN01515,CUST0121,ACC0121,2024-02-27,7506.19,Debit,MERCH007,LOC024,DEV080,Card,Success,0
TXN01516,CUST0421,ACC0421,2023-06-24,39267.74,Debit,MERCH007,LOC027,DEV054,Card,Success,0
TXN01517,CUST0124,ACC0124,2024-02-25,30125.02,Credit,MERCH003,LOC050,DEV160,NetBanking,Success,0
TXN01518,CUST0399,ACC0399,2024-10-13,47657.62,Debit,MERCH035,LOC004,DEV032,NetBanking,Success,0
TXN01519,CUST0444,ACC0444,2024-02-06,12678.12,Debit,MERCH094,LOC017,DEV165,NetBanking,Success,0
TXN01520,CUST0091,ACC0091,2024-07-14,47424.84,Debit,MERCH098,LOC013,DEV136,Card,Success,0
TXN01521,CUST0332,ACC0332,2023-03-07,20015.45,Debit,MERCH052,LOC040,DEV174,UPI,Success,0
TXN01522,CUST0152,ACC0152,2023-06-24,26110.09,Credit,MERCH032,LOC027,DEV194,Card,Success,0
TXN01523,CUST0368,ACC0368,2023-05-14,18444.41,Credit,MERCH100,LOC017,DEV022,NetBanking,Success,0
TXN01524,CUST0237,ACC0237,2023-02-11,41110.74,Credit,MERCH097,LOC024,DEV194,Card,Success,0
TXN01525,CUST0149,ACC0149,2023-02-13,9370.12,Debit,MERCH024,LOC019,DEV050,UPI,Success,0
TXN01526,CUST0492,ACC0492,2023-01-24,33449.79,Credit,MERCH036,LOC019,DEV132,Card,Success,0
TXN01527,CUST0295,ACC0295,2024-06-27,25285.56,Debit,MERCH072,LOC045,DEV129,UPI,Success,0
TXN01528,CUST0266,ACC0266,2023-07-02,41529.26,Debit,MERCH090,LOC004,DEV173,Card,Success,0
TXN01529,CUST0353,ACC0353,2023-12-15,1925.17,Debit,MERCH028,LOC014,DEV196,UPI,Success,0
TXN01530,CUST0422,ACC0422,2023-12-30,9756.73,Debit,MERCH016,LOC026,DEV187,NetBanking,Success,0
TXN01531,CUST0114,ACC0114,2023-05-25,40307.1,Debit,MERCH068,LOC030,DEV185,UPI,Failed,0
TXN01532,CUST0450,ACC0450,2023-05-07,27241.68,Debit,MERCH081,LOC044,DEV051,NetBanking,Success,0
TXN01533,CUST0253,ACC0253,2023-08-10,6778.61,Debit,MERCH005,LOC047,DEV020,Card,Success,0
TXN01534,CUST0490,ACC0490,2023-03-27,45910.61,Credit,MERCH013,LOC030,DEV129,NetBanking,Success,0
TXN01535,CUST0440,ACC0440,2024-02-21,38956.72,Debit,MERCH027,LOC002,DEV008,NetBanking,Success,0
TXN01536,CUST0301,ACC0301,2023-04-20,16762.69,Debit,MERCH068,LOC001,DEV063,Card,Success,0
TXN01537,CUST0353,ACC0353,2024-01-22,16725.91,Debit,MERCH077,LOC008,DEV186,Card,Success,0
TXN01538,CUST0465,ACC0465,2024-03-01,45837.77,Debit,MERCH048,LOC040,DEV089,NetBanking,Failed,0
TXN01539,CUST0069,ACC0069,2023-03-01,3858.78,Debit,MERCH082,LOC050,DEV148,NetBanking,Success,0
TXN01540,CUST0147,ACC0147,2023-04-22,26984.5,Debit,MERCH068,LOC031,DEV088,UPI,Failed,0
TXN01541,CUST0430,ACC0430,2023-01-28,29348.53,Debit,MERCH021,LOC014,DEV156,Card,Success,0
TXN01542,CUST0309,ACC0309,2024-06-01,7436.72,Credit,MERCH054,LOC005,DEV024,UPI,Success,0
TXN01543,CUST0131,ACC0131,2023-02-07,34786.08,Debit,MERCH096,LOC003,DEV094,Card,Failed,0
TXN01544,CUST0323,ACC0323,2023-01-22,38912.02,Debit,MERCH051,LOC028,DEV112,Card,Failed,0
TXN01545,CUST0495,ACC0495,2023-02-17,25991.0,Debit,MERCH003,LOC003,DEV050,UPI,Success,0
TXN01546,CUST0448,ACC0448,2023-02-26,26036.82,Debit,MERCH051,LOC039,DEV023,UPI,Failed,0
TXN01547,CUST0419,ACC0419,2023-01-28,19344.89,Debit,MERCH028,LOC007,DEV045,Card,Success,0
TXN01548,CUST0394,ACC0394,2023-08-12,12738.64,Debit,MERCH066,LOC036,DEV047,Card,Success,0
TXN01549,CUST0224,ACC0224,2024-08-08,5483.25,Credit,MERCH068,LOC017,DEV075,Card,Success,0
TXN01550,CUST0384,ACC0384,2023-02-11,5835.64,Debit,MERCH100,LOC013,DEV088,Card,Failed,0
TXN01551,CUST0153,ACC0153,2023-09-01,23870.5,Debit,MERCH006,LOC014,DEV060,NetBanking,Failed,0
TXN01552,CUST0331,ACC0331,2024-01-19,30744.7,Debit,MERCH058,LOC045,DEV178,UPI,Success,0
TXN01553,CUST0010,ACC0010,2024-09-12,41121.73,Debit,MERCH037,LOC037,DEV047,NetBanking,Success,0
TXN01554,CUST0479,ACC0479,2023-01-17,35746.91,Debit,MERCH077,LOC046,DEV147,Card,Success,0
TXN01555,CUST0320,ACC0320,2024-10-02,21065.86,Credit,MERCH083,LOC039,DEV195,NetBanking,Success,0
TXN01556,CUST0308,ACC0308,2024-11-23,33930.05,Debit,MERCH047,LOC038,DEV099,Card,Success,0
TXN01557,CUST0327,ACC0327,2024-08-05,12447.63,Debit,MERCH065,LOC020,DEV146,Card,Success,1
TXN01558,CUST0317,ACC0317,2023-07-19,47666.76,Debit,MERCH029,LOC019,DEV200,UPI,Success,0
TXN01559,CUST0073,ACC0073,2024-03-16,20240.4,Debit,MERCH080,LOC045,DEV006,NetBanking,Failed,0
TXN01560,CUST0286,ACC0286,2024-04-29,7792.29,Credit,MERCH004,LOC042,DEV114,UPI,Failed,0
TXN01561,CUST0090,ACC0090,2023-08-10,15509.61,Debit,MERCH078,LOC024,DEV167,UPI,Success,0
TXN01562,CUST0125,ACC0125,2024-06-16,6969.23,Debit,MERCH045,LOC027,DEV170,NetBanking,Success,0
TXN01563,CUST0061,ACC0061,2023-05-26,45117.31,Credit,MERCH019,LOC026,DEV152,NetBanking,Success,1
TXN01564,CUST0391,ACC0391,2024-01-03,27247.8,Credit,MERCH071,LOC025,DEV147,UPI,Success,0
TXN01565,CUST0194,ACC0194,2023-12-19,20375.9,Debit,MERCH055,LOC007,DEV173,UPI,Success,0
TXN01566,CUST0426,ACC0426,2024-12-03,44120.23,Debit,MERCH097,LOC008,DEV065,UPI,Success,0
TXN01567,CUST0432,ACC0432,2023-07-16,38872.07,Debit,MERCH099,LOC020,DEV131,Card,Success,0
TXN01568,CUST0140,ACC0140,2024-10-03,44954.75,Debit,MERCH097,LOC015,DEV001,UPI,Failed,0
TXN01569,CUST0004,ACC0004,2024-11-14,42617.78,Credit,MERCH009,LOC004,DEV030,Card,Failed,0
TXN01570,CUST0427,ACC0427,2024-02-01,25219.77,Debit,MERCH043,LOC002,DEV013,UPI,Success,0
TXN01571,CUST0485,ACC0485,2023-03-09,18790.81,Debit,MERCH078,LOC005,DEV189,UPI,Success,0
TXN01572,CUST0165,ACC0165,2023-02-25,22684.19,Debit,MERCH083,LOC027,DEV161,UPI,Failed,0
TXN01573,CUST0074,ACC0074,2023-02-21,36512.32,Debit,MERCH064,LOC029,DEV114,UPI,Success,1
TXN01574,CUST0307,ACC0307,2023-10-16,19567.36,Credit,MERCH098,LOC027,DEV172,UPI,Success,0
TXN01575,CUST0067,ACC0067,2024-09-02,6902.8,Debit,MERCH093,LOC041,DEV122,UPI,Failed,0
TXN01576,CUST0473,ACC0473,2024-01-29,46158.35,Debit,MERCH068,LOC044,DEV137,UPI,Success,1
TXN01577,CUST0135,ACC0135,2023-03-10,48516.33,Debit,MERCH030,LOC006,DEV034,UPI,Failed,0
TXN01578,CUST0489,ACC0489,2023-11-18,17926.05,Debit,MERCH052,LOC007,DEV120,UPI,Success,0
TXN01579,CUST0279,ACC0279,2023-03-23,23239.54,Debit,MERCH021,LOC001,DEV098,UPI,Success,0
TXN01580,CUST0058,ACC0058,2023-08-13,37529.37,Debit,MERCH070,LOC037,DEV089,UPI,Success,0
TXN01581,CUST0193,ACC0193,2023-05-05,9559.84,Debit,MERCH076,LOC004,DEV186,Card,Success,0
TXN01582,CUST0493,ACC0493,2023-06-22,43234.67,Debit,MERCH038,LOC033,DEV012,Card,Success,0
TXN01583,CUST0499,ACC0499,2023-04-07,21586.43,Debit,MERCH088,LOC017,DEV027,Card,Success,0
TXN01584,CUST0204,ACC0204,2024-04-26,26732.38,Credit,MERCH086,LOC033,DEV044,UPI,Failed,0
TXN01585,CUST0469,ACC0469,2023-07-11,3805.17,Debit,MERCH076,LOC035,DEV047,UPI,Failed,0
TXN01586,CUST0053,ACC0053,2024-10-05,9709.6,Credit,MERCH044,LOC048,DEV126,NetBanking,Success,0
TXN01587,CUST0402,ACC0402,2024-12-04,30344.38,Credit,MERCH070,LOC016,DEV030,UPI,Success,0
TXN01588,CUST0435,ACC0435,2024-06-11,8901.97,Credit,MERCH074,LOC049,DEV116,Card,Success,0
TXN01589,CUST0492,ACC0492,2023-01-24,24666.66,Credit,MERCH088,LOC008,DEV117,NetBanking,Failed,0
TXN01590,CUST0245,ACC0245,2024-12-17,3101.39,Debit,MERCH067,LOC050,DEV038,Card,Failed,0
TXN01591,CUST0441,ACC0441,2023-01-16,18286.06,Credit,MERCH022,LOC012,DEV058,UPI,Success,0
TXN01592,CUST0323,ACC0323,2023-12-24,16428.14,Debit,MERCH087,LOC043,DEV094,UPI,Failed,0
TXN01593,CUST0008,ACC0008,2023-12-10,26976.77,Debit,MERCH020,LOC047,DEV019,Card,Success,0
TXN01594,CUST0268,ACC0268,2024-10-28,38516.01,Debit,MERCH051,LOC030,DEV194,UPI,Success,0
TXN01595,CUST0305,ACC0305,2023-02-10,27898.44,Debit,MERCH078,LOC035,DEV074,NetBanking,Success,0
TXN01596,CUST0402,ACC0402,2024-07-13,43410.48,Debit,MERCH005,LOC039,DEV178,UPI,Success,0
TXN01597,CUST0374,ACC0374,2023-08-24,33132.56,Credit,MERCH038,LOC042,DEV034,NetBanking,Success,0
TXN01598,CUST0153,ACC0153,2024-09-12,16919.16,Debit,MERCH058,LOC041,DEV140,NetBanking,Success,0
TXN01599,CUST0260,ACC0260,2024-04-13,48123.38,Credit,MERCH023,LOC016,DEV140,UPI,Success,0
TXN01600,CUST0206,ACC0206,2024-04-03,19555.28,Debit,MERCH058,LOC018,DEV098,UPI,Success,0
TXN01601,CUST0400,ACC0400,2023-03-21,48178.01,Credit,MERCH079,LOC035,DEV127,UPI,Failed,0
TXN01602,CUST0197,ACC0197,2024-07-08,7538.36,Credit,MERCH092,LOC010,DEV034,NetBanking,Failed,0
TXN01603,CUST0164,ACC0164,2024-06-12,28861.37,Debit,MERCH001,LOC026,DEV165,Card,Success,0
TXN01604,CUST0096,ACC0096,2024-11-29,31278.75,Debit,MERCH004,LOC043,DEV093,UPI,Success,0
TXN01605,CUST0387,ACC0387,2024-02-04,19077.91,Debit,MERCH073,LOC003,DEV008,NetBanking,Failed,0
TXN01606,CUST0345,ACC0345,2023-05-08,8437.59,Debit,MERCH035,LOC017,DEV047,NetBanking,Success,0
TXN01607,CUST0479,ACC0479,2024-06-20,19689.01,Credit,MERCH079,LOC019,DEV048,NetBanking,Success,0
TXN01608,CUST0327,ACC0327,2023-09-10,31715.75,Debit,MERCH029,LOC013,DEV140,UPI,Failed,0
TXN01609,CUST0492,ACC0492,2024-08-09,46730.09,Credit,MERCH088,LOC044,DEV084,Card,Success,0
TXN01610,CUST0096,ACC0096,2024-06-29,38086.84,Debit,MERCH074,LOC011,DEV104,Card,Success,0
TXN01611,CUST0485,ACC0485,2024-08-26,11121.52,Debit,MERCH065,LOC007,DEV144,UPI,Success,0
TXN01612,CUST0364,ACC0364,2024-02-05,18493.11,Credit,MERCH072,LOC021,DEV005,UPI,Success,0
TXN01613,CUST0313,ACC0313,2023-11-25,37811.6,Debit,MERCH040,LOC041,DEV160,Card,Success,1
TXN01614,CUST0062,ACC0062,2024-11-22,44698.66,Debit,MERCH077,LOC031,DEV043,NetBanking,Success,0
TXN01615,CUST0025,ACC0025,2023-07-23,26101.05,Debit,MERCH012,LOC024,DEV054,Card,Success,0
TXN01616,CUST0202,ACC0202,2023-11-11,4455.95,Credit,MERCH042,LOC013,DEV028,Card,Success,0
TXN01617,CUST0111,ACC0111,2023-06-27,18337.2,Credit,MERCH094,LOC034,DEV025,UPI,Failed,0
TXN01618,CUST0122,ACC0122,2024-03-12,22393.98,Debit,MERCH035,LOC010,DEV179,Card,Success,0
TXN01619,CUST0443,ACC0443,2024-10-20,40129.01,Debit,MERCH023,LOC030,DEV099,Card,Success,0
TXN01620,CUST0316,ACC0316,2024-06-25,47401.36,Credit,MERCH017,LOC049,DEV123,UPI,Success,0
TXN01621,CUST0004,ACC0004,2023-10-06,18081.28,Debit,MERCH021,LOC009,DEV085,UPI,Failed,0
TXN01622,CUST0286,ACC0286,2024-03-14,20833.35,Credit,MERCH069,LOC029,DEV072,Card,Failed,0
TXN01623,CUST0153,ACC0153,2023-06-21,6954.04,Debit,MERCH044,LOC047,DEV151,Card,Success,0
TXN01624,CUST0217,ACC0217,2024-01-08,39840.29,Debit,MERCH039,LOC040,DEV031,Card,Success,0
TXN01625,CUST0496,ACC0496,2023-03-26,40630.27,Debit,MERCH001,LOC003,DEV011,Card,Success,0
TXN01626,CUST0080,ACC0080,2023-11-11,18656.55,Debit,MERCH017,LOC042,DEV030,UPI,Success,0
TXN01627,CUST0410,ACC0410,2023-11-30,43430.83,Debit,MERCH062,LOC003,DEV134,UPI,Success,0
TXN01628,CUST0105,ACC0105,2024-10-10,31668.61,Debit,MERCH037,LOC034,DEV135,NetBanking,Success,0
TXN01629,CUST0316,ACC0316,2024-01-28,19321.99,Credit,MERCH089,LOC015,DEV109,NetBanking,Success,0
TXN01630,CUST0230,ACC0230,2024-10-14,39451.94,Credit,MERCH017,LOC024,DEV132,Card,Success,0
TXN01631,CUST0379,ACC0379,2024-12-21,8427.06,Debit,MERCH009,LOC034,DEV056,Card,Success,0
TXN01632,CUST0413,ACC0413,2023-06-27,35392.91,Debit,MERCH017,LOC013,DEV156,UPI,Success,0
TXN01633,CUST0074,ACC0074,2024-10-22,403.86,Debit,MERCH002,LOC006,DEV134,Card,Success,0
TXN01634,CUST0126,ACC0126,2024-03-01,13156.4,Debit,MERCH045,LOC002,DEV137,UPI,Failed,0
TXN01635,CUST0085,ACC0085,2024-04-27,20231.07,Credit,MERCH045,LOC031,DEV119,UPI,Success,0
TXN01636,CUST0165,ACC0165,2023-09-24,37353.99,Debit,MERCH018,LOC025,DEV040,Card,Failed,0
TXN01637,CUST0442,ACC0442,2024-08-07,47109.78,Debit,MERCH100,LOC043,DEV190,Card,Success,0
TXN01638,CUST0233,ACC0233,2024-01-27,44987.59,Debit,MERCH071,LOC012,DEV184,NetBanking,Success,0
TXN01639,CUST0226,ACC0226,2023-05-04,32288.74,Debit,MERCH088,LOC014,DEV051,UPI,Failed,0
TXN01640,CUST0227,ACC0227,2023-08-11,46293.46,Debit,MERCH023,LOC010,DEV148,NetBanking,Success,0
TXN01641,CUST0490,ACC0490,2024-08-03,45486.59,Credit,MERCH094,LOC028,DEV084,UPI,Success,0
TXN01642,CUST0337,ACC0337,2024-08-22,3814.38,Debit,MERCH022,LOC021,DEV168,Card,Success,0
