Customer_ID,Customer_Name,Age,Gender,City,State,Country,Account_Open_Date,KYC_Status
CUST0322,Customer_322,62,Male,Mysuru,Karnataka,India,2020-05-05,Verified
CUST0323,Customer_323,23,Female,Mysuru,Karnataka,India,2019-10-28,Rejected
CUST0324,Customer_324,45,Male,Kolkata,West Bengal,India,2018-06-30,Verified
CUST0325,Customer_325,49,Male,Nagpur,Maharashtra,India,2021-04-21,Rejected
CUST0326,Customer_326,47,Male,Madurai,Tamil Nadu,India,2022-11-18,Verified
CUST0327,Customer_327,43,Female,Nagpur,Maharashtra,India,2022-05-15,Verified
CUST0328,Customer_328,62,Female,Surat,Gujarat,India,2018-08-22,Rejected
CUST0329,Customer_329,44,Female,Pune,Maharashtra,India,2019-12-21,Verified
CUST0330,Customer_330,31,Female,Trichy,Tamil Nadu,India,2019-06-09,Verified
CUST0331,Customer_331,31,Male,Bhopal,Madhya Pradesh,India,2022-04-06,Verified
CUST0332,Customer_332,51,Female,Ahmedabad,Gujarat,India,2022-03-26,Rejected
CUST0333,Customer_333,65,Female,Kolkata,West Bengal,India,2021-03-02,Verified
CUST0334,Customer_334,31,Male,Lucknow,Uttar Pradesh,India,2020-06-19,Pending
CUST0335,Customer_335,62,Male,Kolkata,West Bengal,India,2019-09-13,Rejected
CUST0336,Customer_336,44,Male,Coimbatore,Tamil Nadu,India,2020-11-05,Verified
CUST0337,Customer_337,50,Male,Kolkata,West Bengal,India,2018-03-19,Verified
CUST0338,Customer_338,26,Male,Noida,Uttar Pradesh,India,2021-08-13,Rejected
CUST0339,Customer_339,54,Male,Bhopal,Madhya Pradesh,India,2020-02-27,Rejected
CUST0340,Customer_340,24,Female,Jaipur,Rajasthan,India,2020-07-10,Verified
CUST0341,Customer_341,60,Female,Lucknow,Uttar Pradesh,India,2020-09-01,Verified
CUST0342,Customer_342,50,Male,Coimbatore,Tamil Nadu,India,2018-07-31,Verified
CUST0343,Customer_343,63,Male,Surat,Gujarat,India,2018-12-20,Verified
CUST0344,Customer_344,50,Female,Kolkata,West Bengal,India,2020-12-09,Rejected
CUST0345,Customer_345,45,Male,Mumbai,Maharashtra,India,2020-02-03,Pending
CUST0346,Customer_346,43,Female,Hyderabad,Telangana,India,2021-10-22,Verified
CUST0347,Customer_347,26,Male,Lucknow,Uttar Pradesh,India,2019-11-07,Rejected
CUST0348,Customer_348,40,Female,Mysuru,Karnataka,India,2019-06-01,Verified
CUST0349,Customer_349,27,Female,Lucknow,Uttar Pradesh,India,2021-04-08,Verified
CUST0350,Customer_350,63,Male,Noida,Uttar Pradesh,India,2021-12-01,Verified
CUST0351,Customer_351,27,Female,Bhopal,Madhya Pradesh,India,2019-09-27,Pending
CUST0352,Customer_352,30,Female,Lucknow,Uttar Pradesh,India,2021-10-04,Verified
CUST0353,Customer_353,54,Male,Hyderabad,Telangana,India,2020-01-12,Verified
CUST0354,Customer_354,33,Male,Noida,Uttar Pradesh,India,2019-03-15,Pending
CUST0355,Customer_355,36,Female,Pune,Maharashtra,India,2018-10-09,Verified
CUST0356,Customer_356,28,Female,Noida,Uttar Pradesh,India,2020-11-05,Rejected
CUST0357,Customer_357,64,Female,Coimbatore,Tamil Nadu,India,2019-11-21,Verified
CUST0358,Customer_358,46,Female,Bhopal,Madhya Pradesh,India,2018-11-12,Verified
CUST0359,Customer_359,32,Male,Bhopal,Madhya Pradesh,India,2022-01-16,Verified
CUST0360,Customer_360,45,Female,Hyderabad,Telangana,India,2021-10-17,Pending
CUST0361,Customer_361,40,Male,Bhopal,Madhya Pradesh,India,2022-03-21,Verified
CUST0362,Customer_362,37,Male,Jaipur,Rajasthan,India,2019-09-26,Verified
CUST0363,Customer_363,65,Male,Bengaluru,Karnataka,India,2021-03-14,Pending
CUST0364,Customer_364,46,Female,Noida,Uttar Pradesh,India,2020-10-26,Pending
CUST0365,Customer_365,34,Female,Mumbai,Maharashtra,India,2022-06-29,Verified
CUST0366,Customer_366,25,Male,Delhi,Delhi,India,2021-08-06,Verified
CUST0367,Customer_367,28,Female,Jaipur,Rajasthan,India,2021-12-27,Verified
CUST0368,Customer_368,27,Female,Noida,Uttar Pradesh,India,2022-04-12,Verified
CUST0369,Customer_369,54,Male,Kolkata,West Bengal,India,2018-10-29,Verified
CUST0370,Customer_370,50,Male,Nagpur,Maharashtra,India,2019-12-17,Pending
CUST0371,Customer_371,47,Male,Coimbatore,Tamil Nadu,India,2020-10-25,Verified
CUST0372,Customer_372,27,Female,Mysuru,Karnataka,India,2020-02-07,Verified
CUST0373,Customer_373,28,Male,Lucknow,Uttar Pradesh,India,2022-09-15,Verified
CUST0374,Customer_374,24,Male,Salem,Tamil Nadu,India,2019-08-11,Verified
CUST0375,Customer_375,50,Male,Ahmedabad,Gujarat,India,2021-06-14,Verified
CUST0376,Customer_376,38,Female,Chennai,Tamil Nadu,India,2019-03-18,Rejected
CUST0377,Customer_377,55,Male,Bhopal,Madhya Pradesh,India,2020-05-16,Verified
CUST0378,Customer_378,41,Male,Nagpur,Maharashtra,India,2018-09-07,Verified
CUST0379,Customer_379,62,Female,Hyderabad,Telangana,India,2022-06-14,Pending
CUST0380,Customer_380,29,Male,Madurai,Tamil Nadu,India,2022-09-10,Rejected
CUST0381,Customer_381,23,Female,Jaipur,Rajasthan,India,2021-07-18,Rejected
CUST0382,Customer_382,31,Male,Nagpur,Maharashtra,India,2019-08-20,Verified
CUST0383,Customer_383,44,Female,Bhopal,Madhya Pradesh,India,2019-05-08,Pending
CUST0384,Customer_384,64,Male,Mumbai,Maharashtra,India,2021-09-30,Rejected
CUST0385,Customer_385,26,Female,Bengaluru,Karnataka,India,2020-12-13,Rejected
CUST0386,Customer_386,57,Male,Surat,Gujarat,India,2018-02-11,Pending
CUST0387,Customer_387,62,Male,Coimbatore,Tamil Nadu,India,2020-03-03,Verified
CUST0388,Customer_388,44,Male,Chennai,Tamil Nadu,India,2022-06-03,Verified
CUST0389,Customer_389,64,Male,Nagpur,Maharashtra,India,2021-07-10,Rejected
CUST0390,Customer_390,30,Male,Lucknow,Uttar Pradesh,India,2018-04-01,Rejected
CUST0391,Customer_391,63,Male,Lucknow,Uttar Pradesh,India,2018-12-25,Pending
CUST0392,Customer_392,30,Male,Mumbai,Maharashtra,India,2018-05-10,Verified
CUST0393,Customer_393,34,Female,Noida,Uttar Pradesh,India,2018-03-31,Verified
CUST0394,Customer_394,41,Male,Lucknow,Uttar Pradesh,India,2020-11-21,Rejected
CUST0395,Customer_395,38,Female,Ahmedabad,Gujarat,India,2018-03-16,Verified
CUST0396,Customer_396,25,Male,Bengaluru,Karnataka,India,2022-11-09,Verified
CUST0397,Customer_397,45,Male,Trichy,Tamil Nadu,India,2020-06-13,Pending
CUST0398,Customer_398,43,Male,Mysuru,Karnataka,India,2019-01-18,Pending
CUST0399,Customer_399,55,Male,Bengaluru,Karnataka,India,2019-07-01,Pending
CUST0400,Customer_400,49,Female,Madurai,Tamil Nadu,India,2021-05-18,Rejected
CUST0401,Customer_401,42,Male,Noida,Uttar Pradesh,India,2018-07-30,Verified
CUST0402,Customer_402,41,Female,Noida,Uttar Pradesh,India,2020-07-02,Pending
CUST0403,Customer_403,50,Male,Mumbai,Maharashtra,India,2019-12-21,Verified
CUST0404,Customer_404,61,Male,Bengaluru,Karnataka,India,2020-06-09,Verified
CUST0405,Customer_405,64,Male,Madurai,Tamil Nadu,India,2021-07-29,Verified
CUST0406,Customer_406,65,Male,Surat,Gujarat,India,2018-11-24,Verified
CUST0407,Customer_407,65,Male,Bhopal,Madhya Pradesh,India,2022-05-20,Verified
CUST0408,Customer_408,26,Male,Salem,Tamil Nadu,India,2019-04-29,Verified
CUST0409,Customer_409,58,Female,Mysuru,Karnataka,India,2018-03-08,Verified
CUST0410,Customer_410,45,Male,Kolkata,West Bengal,India,2020-02-01,Verified
CUST0411,Customer_411,30,Male,Chandigarh,Punjab,India,2020-12-20,Pending
CUST0412,Customer_412,63,Female,Lucknow,Uttar Pradesh,India,2019-07-25,Verified
CUST0413,Customer_413,33,Female,Chennai,Tamil Nadu,India,2020-10-19,Pending
CUST0414,Customer_414,29,Male,Jaipur,Rajasthan,India,2019-06-21,Pending
CUST0415,Customer_415,61,Male,Pune,Maharashtra,India,2019-08-08,Verified
CUST0416,Customer_416,30,Male,Trichy,Tamil Nadu,India,2022-10-13,Pending
CUST0417,Customer_417,50,Male,Mumbai,Maharashtra,India,2018-06-29,Verified
CUST0418,Customer_418,57,Male,Madurai,Tamil Nadu,India,2021-01-15,Verified
CUST0419,Customer_419,62,Male,Mumbai,Maharashtra,India,2018-12-23,Rejected
CUST0420,Customer_420,29,Female,Nagpur,Maharashtra,India,2019-02-16,Verified
CUST0421,Customer_421,23,Female,Ahmedabad,Gujarat,India,2020-01-10,Rejected
CUST0422,Customer_422,51,Female,Bengaluru,Karnataka,India,2022-07-04,Verified
CUST0423,Customer_423,27,Male,Bhopal,Madhya Pradesh,India,2018-05-15,Pending
CUST0424,Customer_424,55,Male,Ahmedabad,Gujarat,India,2020-04-21,Rejected
CUST0425,Customer_425,30,Male,Madurai,Tamil Nadu,India,2019-10-12,Pending
CUST0426,Customer_426,65,Male,Kolkata,West Bengal,India,2020-11-25,Verified
CUST0427,Customer_427,62,Female,Jaipur,Rajasthan,India,2021-04-18,Verified
CUST0428,Customer_428,54,Male,Hyderabad,Telangana,India,2022-11-14,Verified
CUST0429,Customer_429,31,Female,Surat,Gujarat,India,2019-09-15,Verified
CUST0430,Customer_430,36,Female,Lucknow,Uttar Pradesh,India,2019-12-10,Verified
CUST0431,Customer_431,38,Female,Madurai,Tamil Nadu,India,2019-02-07,Verified
CUST0432,Customer_432,62,Female,Salem,Tamil Nadu,India,2019-09-13,Rejected
CUST0433,Customer_433,54,Female,Madurai,Tamil Nadu,India,2021-08-05,Rejected
CUST0434,Customer_434,31,Female,Chandigarh,Punjab,India,2018-12-17,Rejected
CUST0435,Customer_435,58,Male,Lucknow,Uttar Pradesh,India,2018-03-26,Verified
CUST0436,Customer_436,63,Female,Coimbatore,Tamil Nadu,India,2022-04-29,Verified
CUST0437,Customer_437,58,Female,Pune,Maharashtra,India,2020-05-03,Verified
CUST0438,Customer_438,62,Male,Ahmedabad,Gujarat,India,2021-01-22,Verified
CUST0439,Customer_439,37,Male,Ahmedabad,Gujarat,India,2022-07-07,Verified
CUST0440,Customer_440,26,Male,Kolkata,West Bengal,India,2021-11-11,Verified
CUST0441,Customer_441,48,Male,Kolkata,West Bengal,India,2020-09-18,Verified
CUST0442,Customer_442,60,Male,Lucknow,Uttar Pradesh,India,2018-10-22,Verified
CUST0443,Customer_443,47,Male,Bengaluru,Karnataka,India,2018-09-25,Rejected
CUST0444,Customer_444,28,Female,Jaipur,Rajasthan,India,2019-10-16,Pending
CUST0445,Customer_445,39,Female,Trichy,Tamil Nadu,India,2020-07-09,Verified
CUST0446,Customer_446,25,Male,Trichy,Tamil Nadu,India,2019-08-18,Rejected
CUST0447,Customer_447,37,Female,Hyderabad,Telangana,India,2022-11-08,Verified
CUST0448,Customer_448,42,Female,Chandigarh,Punjab,India,2019-01-24,Pending
CUST0449,Customer_449,51,Male,Surat,Gujarat,India,2020-10-18,Pending
CUST0450,Customer_450,27,Female,Chennai,Tamil Nadu,India,2020-03-16,Pending
CUST0451,Customer_451,35,Male,Nagpur,Maharashtra,India,2021-04-09,Verified
CUST0452,Customer_452,40,Female,Coimbatore,Tamil Nadu,India,2020-10-10,Pending
CUST0453,Customer_453,56,Male,Noida,Uttar Pradesh,India,2018-01-17,Pending
CUST0454,Customer_454,38,Male,Salem,Tamil Nadu,India,2022-01-29,Pending
CUST0455,Customer_455,24,Male,Bengaluru,Karnataka,India,2020-03-31,Rejected
CUST0456,Customer_456,34,Female,Jaipur,Rajasthan,India,2020-01-13,Verified
CUST0457,Customer_457,46,Male,Madurai,Tamil Nadu,India,2020-10-29,Rejected
CUST0458,Customer_458,61,Female,Delhi,Delhi,India,2021-10-25,Verified
CUST0459,Customer_459,28,Male,Salem,Tamil Nadu,India,2020-03-17,Verified
CUST0460,Customer_460,45,Female,Jaipur,Rajasthan,India,2022-03-27,Verified
CUST0461,Customer_461,54,Female,Bhopal,Madhya Pradesh,India,2020-04-02,Verified
CUST0462,Customer_462,24,Male,Coimbatore,Tamil Nadu,India,2018-10-08,Pending
CUST0463,Customer_463,51,Female,Surat,Gujarat,India,2018-11-02,Rejected
CUST0464,Customer_464,42,Male,Salem,Tamil Nadu,India,2021-06-09,Verified
CUST0465,Customer_465,61,Male,Mysuru,Karnataka,India,2022-02-23,Rejected
CUST0466,Customer_466,54,Female,Lucknow,Uttar Pradesh,India,2022-08-24,Rejected
CUST0467,Customer_467,58,Male,Ahmedabad,Gujarat,India,2019-09-06,Verified
CUST0468,Customer_468,43,Male,Bengaluru,Karnataka,India,2021-10-11,Pending
CUST0469,Customer_469,41,Male,Chandigarh,Punjab,India,2022-06-20,Rejected
CUST0470,Customer_470,38,Female,Ahmedabad,Gujarat,India,2021-09-04,Rejected
CUST0471,Customer_471,25,Male,Nagpur,Maharashtra,India,2021-04-10,Verified
CUST0472,Customer_472,62,Female,Surat,Gujarat,India,2022-01-16,Pending
CUST0473,Customer_473,65,Male,Salem,Tamil Nadu,India,2019-05-12,Rejected
CUST0474,Customer_474,34,Male,Trichy,Tamil Nadu,India,2018-02-08,Verified
CUST0475,Customer_475,31,Female,Hyderabad,Telangana,India,2020-04-25,Pending
CUST0476,Customer_476,61,Male,Surat,Gujarat,India,2020-08-23,Verified
CUST0477,Customer_477,35,Male,Surat,Gujarat,India,2021-02-22,Pending
CUST0478,Customer_478,46,Female,Surat,Gujarat,India,2019-10-05,Pending
CUST0479,Customer_479,43,Male,Jaipur,Rajasthan,India,2021-01-23,Verified
CUST0480,Customer_480,52,Female,Bhopal,Madhya Pradesh,India,2019-01-29,Verified
CUST0481,Customer_481,41,Male,Jaipur,Rajasthan,India,2019-04-06,Verified
CUST0482,Customer_482,53,Male,Pune,Maharashtra,India,2019-10-12,Verified
CUST0483,Customer_483,39,Male,Jaipur,Rajasthan,India,2019-08-13,Rejected
CUST0484,Customer_484,46,Male,Jaipur,Rajasthan,India,2020-03-19,Verified
CUST0485,Customer_485,24,Male,Noida,Uttar Pradesh,India,2019-08-13,Verified
CUST0486,Customer_486,63,Male,Kolkata,West Bengal,India,2019-06-10,Verified
CUST0487,Customer_487,56,Female,Pune,Maharashtra,India,2019-07-10,Verified
CUST0488,Customer_488,28,Female,Salem,Tamil Nadu,India,2021-06-14,Verified
CUST0489,Customer_489,25,Female,Nagpur,Maharashtra,India,2021-10-03,Verified
CUST0490,Customer_490,25,Male,Nagpur,Maharashtra,India,2018-07-25,Verified
CUST0491,Customer_491,28,Female,Ahmedabad,Gujarat,India,2021-10-27,Verified
CUST0492,Customer_492,32,Male,Jaipur,Rajasthan,India,2020-04-13,Pending
CUST0493,Customer_493,40,Male,Pune,Maharashtra,India,2019-10-20,Verified
CUST0494,Customer_494,63,Female,Madurai,Tamil Nadu,India,2021-03-21,Rejected
CUST0495,Customer_495,33,Female,Coimbatore,Tamil Nadu,India,2020-05-05,Verified
CUST0496,Customer_496,53,Male,Mysuru,Karnataka,India,2019-01-17,Verified
CUST0497,Customer_497,41,Female,Chennai,Tamil Nadu,India,2021-03-09,Verified
CUST0498,Customer_498,40,Female,Lucknow,Uttar Pradesh,India,2020-07-19,Rejected
CUST0499,Customer_499,30,Female,Ahmedabad,Gujarat,India,2022-10-09,Pending
CUST0500,Customer_500,34,Male,Delhi,Delhi,India,2022-07-15,Verified
